"city","year","state","city_id","adopt_year","treated_state","post_treatment","city_fe","year_fe","population","unemployment_rate","median_income","crime_rate"
"Alabama_city_1",1990,"Alabama","city_1",2000,1,0,4.57329078540221,0.344907334668953,167329.54693412,7.65357299077262,46910.0503826603,24.6883746473666
"Alabama_city_2",1990,"Alabama","city_2",2000,1,0,-2.77772140222468,0.344907334668953,8552.94706467778,7.46315047690613,53035.7516881836,17.073529421222
"Alabama_city_3",1990,"Alabama","city_3",2000,1,0,-0.557577533634743,0.344907334668953,168393.635179226,4.45299291239076,40450.1838227753,20.1961258647102
"Alabama_city_4",1990,"Alabama","city_4",2000,1,0,-0.266642672787316,0.344907334668953,135725.796694078,7.73691948868034,44719.7106563252,20.2749812150577
"Alabama_city_5",1990,"Alabama","city_5",2000,1,0,1.27190079614015,0.344907334668953,172136.663022647,4.22080902008754,44933.9099587889,23.4046909823863
"Alabama_city_6",1990,"Alabama","city_6",2000,1,0,-0.568505842832145,0.344907334668953,185883.556502293,4.98666918497337,37933.1614770848,21.8566744496203
"Alabama_city_7",1990,"Alabama","city_7",2000,1,0,-5.31291084180955,0.344907334668953,221194.754316305,8.36735404693834,24347.4927353234,13.6730168734621
"Alabama_city_8",1990,"Alabama","city_8",2000,1,0,-4.88093385715104,0.344907334668953,65730.4421931333,6.56788533133589,50705.1337185532,16.7189412375328
"Alabama_city_9",1990,"Alabama","city_9",2000,1,0,2.64022669146038,0.344907334668953,152086.465811604,4.32158580189343,42957.9722011299,22.0546323481346
"Alabama_city_10",1990,"Alabama","city_10",2000,1,0,-0.613277188156949,0.344907334668953,118352.808482484,5.9138731357218,45063.2689763838,16.4244256042306
"Alabama_city_11",1990,"Alabama","city_11",2000,1,0,-3.56261686796,0.344907334668953,151504.962321593,5.36820975396697,49700.6666778354,17.3715474437732
"Alabama_city_12",1990,"Alabama","city_12",2000,1,0,-0.343834711519243,0.344907334668953,143542.821196731,3.39486037908207,33513.0714444996,19.8270609443751
"Alabama_city_13",1990,"Alabama","city_13",2000,1,0,2.4293493983452,0.344907334668953,91205.0357133664,7.30711377901701,50434.5723395158,20.0336438969653
"Alabama_city_14",1990,"Alabama","city_14",2000,1,0,3.79038692252993,0.344907334668953,59659.0309900504,5.50451307029452,44586.2934260146,22.665233737834
"Alabama_city_15",1990,"Alabama","city_15",2000,1,0,-0.860938263212399,0.344907334668953,256015.686225039,5.68372377260242,49041.1522024722,20.5183884817792
"Alabama_city_16",1990,"Alabama","city_16",2000,1,0,-0.514538765537859,0.344907334668953,83779.7158319413,7.07153013498151,42137.3387384597,21.8277409364755
"Alabama_city_17",1990,"Alabama","city_17",2000,1,0,-3.52632617038956,0.344907334668953,163751.079663308,6.44241022578521,51641.7838544955,19.3537624461584
"Alabama_city_18",1990,"Alabama","city_18",2000,1,0,0.920194709662543,0.344907334668953,94556.8408366899,7.31302189363947,57030.674389147,22.9026257766782
"Alabama_city_19",1990,"Alabama","city_19",2000,1,0,-1.27998975192024,0.344907334668953,225387.025246907,9.27381562828307,50118.4333831002,17.3507967656212
"Alabama_city_20",1990,"Alabama","city_20",2000,1,0,0.910900246482439,0.344907334668953,61635.0610167777,4.76996415273093,46497.7428381286,22.9211008980964
"Alabama_city_21",1990,"Alabama","city_21",2000,1,0,1.40967467445764,0.344907334668953,105570.386307568,5.16310912716978,36817.973737257,24.6541364456488
"Alabama_city_22",1990,"Alabama","city_22",2000,1,0,2.07020704393984,0.344907334668953,89047.4306692009,6.72684958953949,41983.5100442491,19.7111480679308
"Alabama_city_23",1990,"Alabama","city_23",2000,1,0,-1.21785275081442,0.344907334668953,152514.068313849,5.45784519426113,47381.9841490966,18.1720490876266
"Alabama_city_24",1990,"Alabama","city_24",2000,1,0,1.00991024659594,0.344907334668953,125459.352423168,7.47133398158959,24861.2109245389,17.9516271819158
"Alabama_city_25",1990,"Alabama","city_25",2000,1,0,-3.43401735814669,0.344907334668953,269252.997923315,8.20777377396347,39186.8999755633,15.0155269827537
"Alabama_city_26",1990,"Alabama","city_26",2000,1,0,-1.56891801675899,0.344907334668953,149780.593651461,4.38046777310328,39928.7458004604,17.8636775444021
"Alabama_city_27",1990,"Alabama","city_27",2000,1,0,-1.70181518835304,0.344907334668953,216584.517773064,6.68291998387514,46846.9905684407,20.3142504390597
"Alabama_city_28",1990,"Alabama","city_28",2000,1,0,-4.82841529989326,0.344907334668953,191040.433456333,4.43087266654508,57750.80295895,16.5366962680357
"Alabama_city_29",1990,"Alabama","city_29",2000,1,0,0.0722452137845113,0.344907334668953,184283.951526261,7.56813973524111,32459.1986094698,24.8943794856547
"Alabama_city_30",1990,"Alabama","city_30",2000,1,0,0.411997200400508,0.344907334668953,175794.047393802,5.3983386972819,58839.534484102,23.5555997788236
"Alabama_city_31",1990,"Alabama","city_31",2000,1,0,-0.722114597097333,0.344907334668953,163690.092359522,4.00263257964586,42918.2859256849,22.2591975943603
"Alabama_city_32",1990,"Alabama","city_32",2000,1,0,1.51632647139903,0.344907334668953,114333.204538293,6.55932390413043,47167.1168651229,17.8223509888109
"Alabama_city_33",1990,"Alabama","city_33",2000,1,0,-1.45340965415315,0.344907334668953,132847.79274547,3.82662964003299,58189.0730591676,19.4103656576282
"Alabama_city_34",1990,"Alabama","city_34",2000,1,0,-2.73656208883859,0.344907334668953,173448.976628946,4.97201737780449,36740.3642905026,17.7375781448657
"Alabama_city_35",1990,"Alabama","city_35",2000,1,0,0.865636051777434,0.344907334668953,26208.374198316,7.03166988183424,48525.4893864614,17.351618095101
"Alabama_city_36",1990,"Alabama","city_36",2000,1,0,-1.62278635237334,0.344907334668953,57227.9355763503,2.75171661830753,44897.500280041,16.4700080735862
"Alabama_city_37",1990,"Alabama","city_37",2000,1,0,2.88820252344251,0.344907334668953,128974.604105331,4.9051888974068,44698.9635985729,23.6012861605092
"Alabama_city_38",1990,"Alabama","city_38",2000,1,0,-0.862892405226691,0.344907334668953,56698.1216392911,7.72855500463711,35891.3930620295,18.7133539084535
"Alabama_city_39",1990,"Alabama","city_39",2000,1,0,1.31129576680441,0.344907334668953,155675.23503696,4.9590888178817,39345.4124563135,27.5651839086196
"Alabama_city_40",1990,"Alabama","city_40",2000,1,0,0.643850530407893,0.344907334668953,173500.933856177,5.33821712464202,43964.4529355106,21.5066074232705
"Alabama_city_41",1990,"Alabama","city_41",2000,1,0,-1.56767788176075,0.344907334668953,194229.708006662,7.49779619476129,49448.3343393588,15.9618109130737
